"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"BZN|SE3","20.11.2024 03:00 - 20.11.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1073","n/e","5756","480","n/e","1","n/e","n/e","1596"
"BZN|SE3","20.11.2024 04:00 - 20.11.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1081","n/e","5756","491","n/e","1","n/e","n/e","1632"
"BZN|SE3","20.11.2024 05:00 - 20.11.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1144","n/e","5754","557","n/e","1","n/e","n/e","1700"
"BZN|SE3","20.11.2024 06:00 - 20.11.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1327","n/e","5754","720","n/e","0","n/e","n/e","1734"
"BZN|SE3","20.11.2024 07:00 - 20.11.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1584","n/e","5752","733","n/e","0","n/e","n/e","1750"
"BZN|SE3","20.11.2024 08:00 - 20.11.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1575","n/e","5753","734","n/e","1","n/e","n/e","1749"
"BZN|SE3","20.11.2024 09:00 - 20.11.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1584","n/e","5752","739","n/e","14","n/e","n/e","1774"
"BZN|SE3","20.11.2024 10:00 - 20.11.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1551","n/e","5751","735","n/e","31","n/e","n/e","1773"
"BZN|SE3","20.11.2024 11:00 - 20.11.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1449","n/e","5753","743","n/e","47","n/e","n/e","1802"
"BZN|SE3","20.11.2024 12:00 - 20.11.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1483","n/e","5753","763","n/e","45","n/e","n/e","1792"
"BZN|SE3","20.11.2024 13:00 - 20.11.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1484","n/e","5751","765","n/e","33","n/e","n/e","1784"
"BZN|SE3","20.11.2024 14:00 - 20.11.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1494","n/e","5753","750","n/e","11","n/e","n/e","1763"
"BZN|SE3","20.11.2024 15:00 - 20.11.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1586","n/e","5755","767","n/e","2","n/e","n/e","1867"
"BZN|SE3","20.11.2024 16:00 - 20.11.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1627","n/e","5756","780","n/e","1","n/e","n/e","1916"
"BZN|SE3","20.11.2024 17:00 - 20.11.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1626","n/e","5757","747","n/e","1","n/e","n/e","1963"
"BZN|SE3","20.11.2024 18:00 - 20.11.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1625","n/e","5760","747","n/e","1","n/e","n/e","2014"
"BZN|SE3","20.11.2024 19:00 - 20.11.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1618","n/e","5760","736","n/e","1","n/e","n/e","2086"
"BZN|SE3","20.11.2024 20:00 - 20.11.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1455","n/e","5757","685","n/e","1","n/e","n/e","2187"
"BZN|SE3","20.11.2024 21:00 - 20.11.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1255","n/e","5757","534","n/e","1","n/e","n/e","2256"
"BZN|SE3","20.11.2024 22:00 - 20.11.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1117","n/e","5758","457","n/e","1","n/e","n/e","2328"
"BZN|SE3","20.11.2024 23:00 - 21.11.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1090","n/e","5759","418","n/e","1","n/e","n/e","2398"
"BZN|SE3","21.11.2024 00:00 - 21.11.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1046","n/e","5762","316","n/e","0","n/e","n/e","2412"
"BZN|SE3","21.11.2024 01:00 - 21.11.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1042","n/e","5762","293","n/e","0","n/e","n/e","2440"
"BZN|SE3","21.11.2024 02:00 - 21.11.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1042","n/e","5762","295","n/e","0","n/e","n/e","2432"
"BZN|SE3","21.11.2024 03:00 - 21.11.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1018","n/e","5762","309","n/e","0","n/e","n/e","2380"
"BZN|SE3","21.11.2024 04:00 - 21.11.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1007","n/e","5762","321","n/e","0","n/e","n/e","2333"
"BZN|SE3","21.11.2024 05:00 - 21.11.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1024","n/e","5763","410","n/e","0","n/e","n/e","2289"
"BZN|SE3","21.11.2024 06:00 - 21.11.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1425","n/e","5763","653","n/e","0","n/e","n/e","2232"
"BZN|SE3","21.11.2024 07:00 - 21.11.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1545","n/e","5761","754","n/e","0","n/e","n/e","2146"
"BZN|SE3","21.11.2024 08:00 - 21.11.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1613","n/e","5761","763","n/e","1","n/e","n/e","2086"
"BZN|SE3","21.11.2024 09:00 - 21.11.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1623","n/e","5764","766","n/e","19","n/e","n/e","1999"
"BZN|SE3","21.11.2024 10:00 - 21.11.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1585","n/e","5759","793","n/e","47","n/e","n/e","1917"
"BZN|SE3","21.11.2024 11:00 - 21.11.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1553","n/e","5759","799","n/e","72","n/e","n/e","1855"
"BZN|SE3","21.11.2024 12:00 - 21.11.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1543","n/e","5756","805","n/e","72","n/e","n/e","1785"
"BZN|SE3","21.11.2024 13:00 - 21.11.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1526","n/e","5762","808","n/e","50","n/e","n/e","1714"
"BZN|SE3","21.11.2024 14:00 - 21.11.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1578","n/e","5761","803","n/e","18","n/e","n/e","1688"
"BZN|SE3","21.11.2024 15:00 - 21.11.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1601","n/e","5762","802","n/e","2","n/e","n/e","1633"
"BZN|SE3","21.11.2024 16:00 - 21.11.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1644","n/e","5762","797","n/e","0","n/e","n/e","1630"
"BZN|SE3","21.11.2024 17:00 - 21.11.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1643","n/e","5763","776","n/e","0","n/e","n/e","1591"
"BZN|SE3","21.11.2024 18:00 - 21.11.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1614","n/e","5764","747","n/e","0","n/e","n/e","1572"
"BZN|SE3","21.11.2024 19:00 - 21.11.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1596","n/e","5764","747","n/e","0","n/e","n/e","1546"
"BZN|SE3","21.11.2024 20:00 - 21.11.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1524","n/e","5765","753","n/e","0","n/e","n/e","1510"
"BZN|SE3","21.11.2024 21:00 - 21.11.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1458","n/e","5765","742","n/e","0","n/e","n/e","1491"
"BZN|SE3","21.11.2024 22:00 - 21.11.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1378","n/e","5763","709","n/e","0","n/e","n/e","1454"
"BZN|SE3","21.11.2024 23:00 - 22.11.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1294","n/e","5764","536","n/e","0","n/e","n/e","1454"
"BZN|SE3","22.11.2024 00:00 - 22.11.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1101","n/e","5762","443","n/e","0","n/e","n/e","1453"
"BZN|SE3","22.11.2024 01:00 - 22.11.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1107","n/e","5763","408","n/e","0","n/e","n/e","1442"
"BZN|SE3","22.11.2024 02:00 - 22.11.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1111","n/e","5764","406","n/e","0","n/e","n/e","1438"
"BZN|SE3","22.11.2024 03:00 - 22.11.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1131","n/e","5766","399","n/e","0","n/e","n/e","1433"
"BZN|SE3","22.11.2024 04:00 - 22.11.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1111","n/e","5765","441","n/e","0","n/e","n/e","1426"
"BZN|SE3","22.11.2024 05:00 - 22.11.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1152","n/e","5767","633","n/e","0","n/e","n/e","1421"
"BZN|SE3","22.11.2024 06:00 - 22.11.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1244","n/e","5765","737","n/e","0","n/e","n/e","1430"
"BZN|SE3","22.11.2024 07:00 - 22.11.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1509","n/e","5766","777","n/e","0","n/e","n/e","1369"
"BZN|SE3","22.11.2024 08:00 - 22.11.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1523","n/e","5766","793","n/e","2","n/e","n/e","1291"
"BZN|SE3","22.11.2024 09:00 - 22.11.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1531","n/e","5764","804","n/e","35","n/e","n/e","1215"
"BZN|SE3","22.11.2024 10:00 - 22.11.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1526","n/e","5762","816","n/e","92","n/e","n/e","1174"
"BZN|SE3","22.11.2024 11:00 - 22.11.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1497","n/e","5760","834","n/e","125","n/e","n/e","1115"
"BZN|SE3","22.11.2024 12:00 - 22.11.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1468","n/e","5760","747","n/e","122","n/e","n/e","1062"
"BZN|SE3","22.11.2024 13:00 - 22.11.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1391","n/e","5761","731","n/e","87","n/e","n/e","1062"
"BZN|SE3","22.11.2024 14:00 - 22.11.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1401","n/e","5761","721","n/e","28","n/e","n/e","1077"
"BZN|SE3","22.11.2024 15:00 - 22.11.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1400","n/e","5762","721","n/e","3","n/e","n/e","1152"
"BZN|SE3","22.11.2024 16:00 - 22.11.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1568","n/e","5762","690","n/e","0","n/e","n/e","1275"
"BZN|SE3","22.11.2024 17:00 - 22.11.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1682","n/e","5764","712","n/e","0","n/e","n/e","1402"
"BZN|SE3","22.11.2024 18:00 - 22.11.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1680","n/e","5762","718","n/e","0","n/e","n/e","1450"
"BZN|SE3","22.11.2024 19:00 - 22.11.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1636","n/e","5758","715","n/e","0","n/e","n/e","1497"
"BZN|SE3","22.11.2024 20:00 - 22.11.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1603","n/e","5760","699","n/e","0","n/e","n/e","1504"
"BZN|SE3","22.11.2024 21:00 - 22.11.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1416","n/e","5765","688","n/e","0","n/e","n/e","1545"
"BZN|SE3","22.11.2024 22:00 - 22.11.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1238","n/e","5766","574","n/e","0","n/e","n/e","1634"
"BZN|SE3","22.11.2024 23:00 - 23.11.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1157","n/e","5767","429","n/e","0","n/e","n/e","1695"
"BZN|SE3","23.11.2024 00:00 - 23.11.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1291","n/e","5775","426","n/e","0","n/e","n/e","1759"
"BZN|SE3","23.11.2024 01:00 - 23.11.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1173","n/e","5779","402","n/e","0","n/e","n/e","1892"
"BZN|SE3","23.11.2024 02:00 - 23.11.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1154","n/e","5780","394","n/e","0","n/e","n/e","2071"
"BZN|SE3","23.11.2024 03:00 - 23.11.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1155","n/e","5779","396","n/e","0","n/e","n/e","2179"
"BZN|SE3","23.11.2024 04:00 - 23.11.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1166","n/e","5779","397","n/e","0","n/e","n/e","2275"
"BZN|SE3","23.11.2024 05:00 - 23.11.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1157","n/e","5779","409","n/e","0","n/e","n/e","2323"
"BZN|SE3","23.11.2024 06:00 - 23.11.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1088","n/e","5779","427","n/e","0","n/e","n/e","2320"
"BZN|SE3","23.11.2024 07:00 - 23.11.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1163","n/e","5778","447","n/e","0","n/e","n/e","2254"
"BZN|SE3","23.11.2024 08:00 - 23.11.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1269","n/e","5779","475","n/e","1","n/e","n/e","2177"
"BZN|SE3","23.11.2024 09:00 - 23.11.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1326","n/e","5778","504","n/e","34","n/e","n/e","2088"
"BZN|SE3","23.11.2024 10:00 - 23.11.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1250","n/e","5778","515","n/e","95","n/e","n/e","1953"
"BZN|SE3","23.11.2024 11:00 - 23.11.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1224","n/e","5779","535","n/e","138","n/e","n/e","1774"
"BZN|SE3","23.11.2024 12:00 - 23.11.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1265","n/e","5778","527","n/e","130","n/e","n/e","1600"
"BZN|SE3","23.11.2024 13:00 - 23.11.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1255","n/e","5776","559","n/e","83","n/e","n/e","1467"
"BZN|SE3","23.11.2024 14:00 - 23.11.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1267","n/e","5777","517","n/e","26","n/e","n/e","1472"
"BZN|SE3","23.11.2024 15:00 - 23.11.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1364","n/e","5776","523","n/e","2","n/e","n/e","1551"
"BZN|SE3","23.11.2024 16:00 - 23.11.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1378","n/e","5777","527","n/e","0","n/e","n/e","1594"
"BZN|SE3","23.11.2024 17:00 - 23.11.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1393","n/e","5774","526","n/e","0","n/e","n/e","1641"
"BZN|SE3","23.11.2024 18:00 - 23.11.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1348","n/e","5775","509","n/e","0","n/e","n/e","1610"
"BZN|SE3","23.11.2024 19:00 - 23.11.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1279","n/e","5774","433","n/e","0","n/e","n/e","1551"
"BZN|SE3","23.11.2024 20:00 - 23.11.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1151","n/e","5776","413","n/e","0","n/e","n/e","1488"
"BZN|SE3","23.11.2024 21:00 - 23.11.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1053","n/e","5774","391","n/e","0","n/e","n/e","1402"
"BZN|SE3","23.11.2024 22:00 - 23.11.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","920","n/e","5724","340","n/e","0","n/e","n/e","1297"
"BZN|SE3","23.11.2024 23:00 - 24.11.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","885","n/e","5499","322","n/e","0","n/e","n/e","1206"
"BZN|SE3","24.11.2024 00:00 - 24.11.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","813","n/e","5489","255","n/e","0","n/e","n/e","1119"
"BZN|SE3","24.11.2024 01:00 - 24.11.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","780","n/e","5486","249","n/e","0","n/e","n/e","1165"
"BZN|SE3","24.11.2024 02:00 - 24.11.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","763","n/e","5486","235","n/e","0","n/e","n/e","1188"
"BZN|SE3","24.11.2024 03:00 - 24.11.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","761","n/e","5486","230","n/e","0","n/e","n/e","1251"
"BZN|SE3","24.11.2024 04:00 - 24.11.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","785","n/e","5488","227","n/e","0","n/e","n/e","1350"
"BZN|SE3","24.11.2024 05:00 - 24.11.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","782","n/e","5488","228","n/e","0","n/e","n/e","1425"
"BZN|SE3","24.11.2024 06:00 - 24.11.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","772","n/e","5489","229","n/e","0","n/e","n/e","1535"
"BZN|SE3","24.11.2024 07:00 - 24.11.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","823","n/e","5489","233","n/e","0","n/e","n/e","1671"
"BZN|SE3","24.11.2024 08:00 - 24.11.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","824","n/e","5489","236","n/e","1","n/e","n/e","1833"
"BZN|SE3","24.11.2024 09:00 - 24.11.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","831","n/e","5489","263","n/e","10","n/e","n/e","2036"
"BZN|SE3","24.11.2024 10:00 - 24.11.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","847","n/e","5490","329","n/e","20","n/e","n/e","2256"
"BZN|SE3","24.11.2024 11:00 - 24.11.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","854","n/e","5490","330","n/e","26","n/e","n/e","2423"
"BZN|SE3","24.11.2024 12:00 - 24.11.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","836","n/e","5490","325","n/e","22","n/e","n/e","2561"
"BZN|SE3","24.11.2024 13:00 - 24.11.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","832","n/e","5489","328","n/e","12","n/e","n/e","2754"
"BZN|SE3","24.11.2024 14:00 - 24.11.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","838","n/e","5490","328","n/e","4","n/e","n/e","2845"
"BZN|SE3","24.11.2024 15:00 - 24.11.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","848","n/e","5490","331","n/e","1","n/e","n/e","2923"
"BZN|SE3","24.11.2024 16:00 - 24.11.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","862","n/e","5491","332","n/e","0","n/e","n/e","3075"
"BZN|SE3","24.11.2024 17:00 - 24.11.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","864","n/e","5492","332","n/e","0","n/e","n/e","3165"
